PGC0011075 1
PGC0011112 1
PGC0011148 1
PGC0011154 1
PGC0011170 0
PGC0011397 1
PGC0011573 1
PGC0011598 1
PGC0011670 1
PGC0011751 1
PGC0011767 1
PGC0011813 1
PGC0011912 1
PGC0011919 1
PGC0012017 1
PGC0012090 1
PGC0012163 1
PGC0012220 1
PGC0012259 1
PGC0012262 1
PGC0012466 1
PGC0012531 1
PGC0012620 1
PGC0012633 1
PGC0012655 1
PGC0012733 1
PGC0012772 1
PGC0012801 0
PGC0012803 1
PGC0013005 1
PGC0013009 1
PGC0013117 1
PGC0013204 1
PGC0013308 1
PGC0013394 1
PGC0013406 1
PGC0013407 1
PGC0013421 1
PGC0013426 1
PGC0013535 1
PGC0013702 1
PGC0013879 1
PGC0014100 1
PGC0020545 1
PGC0020799 1
PGC0020886 1
PGC0020900 1
PGC0021014 0
PGC0021073 2
PGC0021104 1
PGC0021119 1
PGC0021120 1
PGC0021144 1
PGC0021154 1
PGC0021168 1
PGC0021187 1
PGC0021244 1
PGC0021280 1
PGC0021291 1
PGC0021321 1
PGC0021336 1
PGC0021372 1
PGC0021402 1
PGC0021414 1
PGC0021431 1
PGC0021437 1
PGC0021443 1
PGC0021475 1
PGC0021491 1
PGC0021495 1
PGC0021513 1
PGC0021515 1
PGC0021517 2
PGC0021542 0
PGC0021555 1
PGC0021558 1
PGC0021578 1
PGC0021580 1
PGC0021581 1
PGC0021585 2
PGC0021600 2
PGC0021618 1
PGC0021657 1
PGC0021659 0
PGC0021665 1
PGC0021676 1
PGC0021680 1
PGC0021688 1
PGC0021755 1
PGC0021767 1
PGC0021776 1
PGC0021782 1
PGC0021789 1
PGC0021802 1
PGC0021819 1
PGC0021847 1
PGC0021849 1
PGC0021857 1
PGC0021891 1
PGC0021909 1
PGC0021918 1
PGC0021919 1
PGC0021927 1
PGC0021940 1
PGC0021976 1
PGC0021978 1
PGC0021983 1
PGC0022008 1
PGC0022032 1
PGC0022042 1
PGC0022052 1
PGC0022063 1
PGC0022093 1
PGC0022096 1
PGC0022110 1
PGC0022134 1
PGC0022143 1
PGC0022144 1
PGC0022151 1
PGC0022188 1
PGC0022205 1
PGC0022260 0
PGC0022279 1
PGC0022297 1
PGC0022305 2
PGC0022314 1
PGC0022317 1
PGC0022340 1
PGC0022343 1
PGC0022350 0
PGC0022378 1
PGC0022381 1
PGC0022389 1
PGC0022391 1
PGC0022397 0
PGC0022403 1
PGC0022404 1
PGC0022408 1
PGC0022417 1
PGC0022418 1
PGC0022443 1
PGC0022445 1
PGC0022446 1
PGC0022453 1
PGC0022468 1
PGC0022495 1
PGC0022501 0
PGC0022510 1
PGC0022542 1
PGC0022554 1
PGC0022565 1
PGC0022581 1
PGC0022596 1
PGC0022618 1
PGC0022644 1
PGC0022677 1
PGC0022678 1
PGC0022693 1
PGC0022698 1
PGC0022710 1
PGC0022724 1
PGC0022749 1
PGC0022752 1
PGC0022762 1
PGC0022766 1
PGC0022772 1
PGC0022800 0
PGC0022802 1
PGC0022803 1
PGC0022805 1
PGC0022827 1
PGC0022830 1
PGC0022838 0
PGC0022860 1
PGC0022867 1
PGC0022873 1
PGC0022890 1
PGC0022896 1
PGC0022915 1
PGC0022921 1
PGC0022922 1
PGC0022941 1
PGC0022955 1
PGC0022957 1
PGC0022958 1
PGC0022962 1
PGC0023017 1
PGC0023028 1
PGC0023040 1
PGC0023047 1
PGC0023057 1
PGC0023069 1
PGC0023071 1
PGC0023086 1
PGC0023093 1
PGC0023103 1
PGC0023110 1
PGC0023111 1
PGC0023480 1
PGC0023483 1
PGC0023485 1
PGC0023495 1
PGC0023501 1
PGC0023504 1
PGC0023512 1
PGC0023513 1
PGC0023519 1
PGC0023522 1
PGC0023542 1
PGC0023546 1
PGC0023567 1
PGC0023598 1
PGC0023609 1
PGC0023616 1
PGC0023630 1
PGC0023643 1
PGC0023650 1
PGC0023661 1
PGC0023662 1
PGC0023684 1
PGC0023685 1
PGC0023688 1
PGC0023691 1
PGC0023695 1
PGC0023700 1
PGC0023701 0
PGC0023705 1
PGC0023711 1
PGC0023717 1
PGC0023725 1
PGC0023741 1
PGC0023769 2
PGC0023788 1
PGC0023812 1
PGC0023834 0
PGC0023843 1
PGC0024372 1
PGC0024374 2
PGC0024399 1
PGC0024423 1
PGC0024428 1
PGC0024438 1
PGC0024442 1
PGC0024453 1
PGC0024470 1
PGC0024475 1
PGC0024493 1
PGC0024506 1
PGC0024509 1
PGC0024517 1
PGC0024530 1
PGC0024531 1
PGC0024669 0
PGC0024728 0
PGC0024865 2
PGC0025144 0
PGC0025185 2
PGC0025232 2
PGC0025280 0
PGC0025284 2
PGC0025402 0
PGC0025521 2
PGC0025524 0
PGC0026000 0
PGC0026142 2
PGC0026302 0
PGC0026323 0
PGC0026377 0
PGC0026398 0
PGC0026485 2
PGC0026504 0
PGC0026571 0
PGC0026854 0
PGC0027091 2
PGC0027111 0
PGC0027784 2
PGC0027785 2
PGC0027875 2
PGC0027935 2
PGC0028270 0
PGC0028305 2
PGC0028317 2
PGC0028370 2
PGC0028378 2
PGC0028463 2
PGC0028714 2
PGC0028757 2
PGC0028789 2
PGC0028796 0
PGC0028868 2
PGC0028897 0
PGC0028913 2
PGC0029024 0
PGC0029043 2
PGC0029220 0
PGC0029229 2
PGC0029249 0
PGC0029338 0
PGC0029340 0
PGC0029468 2
PGC0029595 2
PGC0029807 0
PGC0029822 0
PGC0030001 0
PGC0030042 2
PGC0030187 2
PGC0030686 0
PGC0030832 2
PGC0031032 2
PGC0031427 2
PGC0031457 0
PGC0031477 2
PGC0031689 0
PGC0031693 2
PGC0031768 0
PGC0031845 0
PGC0032032 0
PGC0032048 2
PGC0032103 2
PGC0032244 0
PGC0032343 2
PGC0032383 0
PGC0032385 2
PGC0032405 2
PGC0032423 0
PGC0032870 2
PGC0032987 0
PGC0033090 0
PGC0033150 0
PGC0033180 0
PGC0033312 0
PGC0033339 0
PGC0033346 2
PGC0033386 0
PGC0033578 0
PGC0033662 0
PGC0033680 0
PGC0033902 0
PGC0033905 2
PGC0033959 2
PGC0034021 0
PGC0034062 0
PGC0034075 0
PGC0034124 2
PGC0034303 0
PGC0034530 2
PGC0034685 0
PGC0034704 2
PGC0034780 0
PGC0034783 0
PGC0034807 0
PGC0035039 2
PGC0035080 2
PGC0035126 0
PGC0035227 2
PGC0035450 2
PGC0035684 2
PGC0035720 0
PGC0035731 0
PGC0035793 0
PGC0035813 2
PGC0035856 2
PGC0035878 2
PGC0035925 0
PGC0036177 0
PGC0036344 2
PGC0036419 2
PGC0036444 0
PGC0036504 0
PGC0036594 2
PGC0036713 2
PGC0036966 0
PGC0037050 2
PGC0037104 0
PGC0037105 0
PGC0037202 2
PGC0037217 2
PGC0037407 2
PGC0037449 2
PGC0037642 0
PGC0037655 0
PGC0037722 2
PGC0037889 2
PGC0037893 2
PGC0037916 0
PGC0037927 2
PGC0038018 0
PGC0038572 2
PGC0038603 0
PGC0038674 2
PGC0038692 2
PGC0038781 2
PGC0038793 2
PGC0038794 0
PGC0038822 2
PGC0038881 2
PGC0038890 0
PGC0038905 2
PGC0038921 0
PGC0038951 2
PGC0039023 2
PGC0039034 0
PGC0039092 0
PGC0039113 2
PGC0039145 2
PGC0039191 2
PGC0039265 2
PGC0039316 2
PGC0039380 2
PGC0039659 0
PGC0039683 0
PGC0039695 0
PGC0040122 0
PGC0040128 2
PGC0040169 0
PGC0040309 0
PGC0040329 2
PGC0040363 0
PGC0040375 0
PGC0040455 0
PGC0040563 2
PGC0040652 0
PGC0040754 2
PGC0040761 2
PGC0040790 2
PGC0040791 2
PGC0040861 2
PGC0040886 0
PGC0040904 2
PGC0040973 2
PGC0041020 2
PGC0041036 2
PGC0041048 2
PGC0041095 0
PGC0041171 0
PGC0041177 2
PGC0041207 2
PGC0041217 0
PGC0041220 0
PGC0041297 0
PGC0041327 0
PGC0041333 2
PGC0041361 0
PGC0041395 2
PGC0041634 0
PGC0041636 2
PGC0041646 0
PGC0041660 2
PGC0041667 2
PGC0041700 2
PGC0041737 2
PGC0041758 2
PGC0041766 2
PGC0041846 2
PGC0041861 2
PGC0041865 2
PGC0041902 2
PGC0041963 0
PGC0041968 0
PGC0042079 2
PGC0042080 2
PGC0042108 2
PGC0042169 2
PGC0042275 2
PGC0042305 0
PGC0042348 2
PGC0042380 2
PGC0042628 0
PGC0042656 2
PGC0042734 0
PGC0042831 0
PGC0042963 0
PGC0043157 0
PGC0043202 0
PGC0043400 2
PGC0043969 2
PGC0043971 2
PGC0044066 2
PGC0044102 2
PGC0044170 2
PGC0044491 2
PGC0044536 2
PGC0044807 0
PGC0045236 0
PGC0045274 2
PGC0045306 2
PGC0045314 2
PGC0045372 2
PGC0045472 0
PGC0045502 0
PGC0045506 2
PGC0045755 2
PGC0045756 0
PGC0045840 2
PGC0045880 0
PGC0045927 2
PGC0045939 2
PGC0045992 2
PGC0046039 2
PGC0046065 2
PGC0046127 2
PGC0046556 2
PGC0046809 0
PGC0046836 0
PGC0046906 0
PGC0047020 2
PGC0047257 0
PGC0047654 0
PGC0047658 2
PGC0047822 0
PGC0047853 2
PGC0048053 2
PGC0048072 2
PGC0048212 2
PGC0048277 0
PGC0048318 2
PGC0048388 2
PGC0048468 0
PGC0048497 2
PGC0048557 2
PGC0048688 0
PGC0048823 2
PGC0049044 0
PGC0049049 0
PGC0049092 2
PGC0049141 0
PGC0049158 2
PGC0049227 0
PGC0049248 0
PGC0049289 0
PGC0049370 0
PGC0049677 0
PGC0049814 2
PGC0049869 0
PGC0049896 2
PGC0050215 0
PGC0050262 2
PGC0050331 0
PGC0050588 0
PGC0050690 0
PGC0051006 0
PGC0051008 2
PGC0051084 0
PGC0051272 0
PGC0051275 0
PGC0051281 2
PGC0051312 0
PGC0051354 0
PGC0051358 2
PGC0051382 0
PGC0051417 0
PGC0051472 2
PGC0051604 2
PGC0051705 0
PGC0051751 0
PGC0051787 0
PGC0051834 0
PGC0052092 2
PGC0052116 0
PGC0052173 0
PGC0052178 2
PGC0052179 0
PGC0052192 0
PGC0052199 0
PGC0052689 2
PGC0052702 2
PGC0052743 0
PGC0052752 0
PGC0052754 0
PGC0052788 0
PGC0052883 0
PGC0053260 0
PGC0053379 0
PGC0053408 0
PGC0053418 0
PGC0053510 2
PGC0053530 0
PGC0053597 2
PGC0053643 0
PGC0053770 0
PGC0053901 0
PGC0053932 0
PGC0054314 2
PGC0054526 0
PGC0054839 0
PGC0055360 0
PGC0055551 0
PGC0055559 0
PGC0055733 0
PGC0055792 1
PGC0055797 1
PGC0055811 1
PGC0055816 1
PGC0055821 1
PGC0055833 2
PGC0055844 1
PGC0055845 0
PGC0055864 1
PGC0055873 1
PGC0055881 1
PGC0055916 1
PGC0055918 1
PGC0055921 1
PGC0055923 1
PGC0055925 1
PGC0055927 1
PGC0055930 1
PGC0055943 0
PGC0055949 1
PGC0055955 1
PGC0055962 1
PGC0055963 1
PGC0055965 2
PGC0055968 1
PGC0055973 1
PGC0055989 2
PGC0055993 1
PGC0056001 2
PGC0056005 1
PGC0056014 1
PGC0056025 1
PGC0056056 1
PGC0056094 1
PGC0056108 1
PGC0056111 1
PGC0056166 1
PGC0056168 1
PGC0056169 1
PGC0056186 1
PGC0056199 1
PGC0056200 1
PGC0056205 1
PGC0056210 2
PGC0056257 1
PGC0056267 1
PGC0056284 1
PGC0056287 1
PGC0056289 1
PGC0056323 1
PGC0056329 1
PGC0056345 1
PGC0056352 1
PGC0056366 1
PGC0056377 1
PGC0056386 2
PGC0056397 1
PGC0056398 0
PGC0056400 1
PGC0056409 1
PGC0056410 1
PGC0056450 0
PGC0056462 0
PGC0056465 1
PGC0056467 0
PGC0056476 1
PGC0056479 1
PGC0056481 1
PGC0056487 1
PGC0056492 0
PGC0056495 1
PGC0056503 1
PGC0056514 1
PGC0056529 1
PGC0056537 1
PGC0056573 1
PGC0056595 1
PGC0056611 1
PGC0056617 1
PGC0056648 1
PGC0056650 0
PGC0056655 1
PGC0056659 1
PGC0056666 1
PGC0056667 1
PGC0056693 1
PGC0056695 0
PGC0056697 1
PGC0056700 1
PGC0056704 0
PGC0056716 1
PGC0056717 0
PGC0056745 2
PGC0056755 0
PGC0056770 0
PGC0056780 0
PGC0057172 0
PGC0057338 2
PGC0057404 0
PGC0057408 0
PGC0057455 0
PGC0057482 0
PGC0057522 2
PGC0057634 0
PGC0057707 0
PGC0057906 2
PGC0057974 0
PGC0058049 2
PGC0058185 0
PGC0058199 0
PGC0058238 0
PGC0058265 0
PGC0058788 0
PGC0059292 0
PGC0059310 2
PGC0059332 0
PGC0059456 0
PGC0059474 0
PGC0059525 0
PGC0059535 0
PGC0059947 0
PGC0060025 0
PGC0060228 0
PGC0060536 0
PGC0065372 0
PGC0065376 0
PGC0065379 0
PGC0067945 0
PGC0068006 0
PGC0069816 2
PGC0070129 0
PGC0073177 2
PGC0070539 0
PGC0070864 0
PGC0071021 0
PGC0071343 0
PGC0072272 0
PGC0056784 0
PGC0056838 0
PGC0056847 0
PGC0056877 0
PGC0056943 0
PGC0056962 0
PGC0056972 0
PGC0057004 0
PGC0057019 0
PGC0057033 0
PGC0057086 0
PGC0057090 0
PGC0057101 0
PGC0057128 0
PGC0057137 0
PGC0057147 0
PGC0050028 0
PGC0050080 0
PGC0050192 0
PGC0047339 0
PGC0047441 0
PGC0047540 0
PGC0047564 0
PGC0044867 0
PGC0045196 0
PGC0023845 1
PGC0023855 1
PGC0023860 1
PGC0023878 1
PGC0023880 1
PGC0023885 1
PGC0023910 1
PGC0023913 1
PGC0023918 1
PGC0023936 1
PGC0023941 1
PGC0023973 1
PGC0023978 1
PGC0023993 1
PGC0023996 1
PGC0023998 1
PGC0024082 1
PGC0024104 1
PGC0024108 1
PGC0024111 1
PGC0024152 1
PGC0024156 1
PGC0024166 1
PGC0024230 1
PGC0024235 1
PGC0024242 1
PGC0024244 1
PGC0024299 1
PGC0024309 1
PGC0024348 1
PGC0024351 1
PGC0023117 1
PGC0023147 1
PGC0023152 1
PGC0023169 1
PGC0023170 1
PGC0023173 1
PGC0023225 1
PGC0023232 1
PGC0023245 1
PGC0023256 1
PGC0023259 1
PGC0023266 1
PGC0023271 1
PGC0023279 1
PGC0023289 1
PGC0023319 1
PGC0023337 1
PGC0023340 1
PGC0023362 1
PGC0023385 1
PGC0023391 1
PGC0023395 1
PGC0023409 1
PGC0023412 1
PGC0023441 1
PGC0023443 1
PGC0023447 1
PGC0023465 1
PGC0023474 1
PGC0071345 2
PGC0071538 2
PGC0071920 2
PGC0060031 2
PGC0060080 2
PGC0056870 2
PGC0056959 2
PGC0055095 2
PGC0055273 2
PGC0049448 2
PGC0049452 2
PGC0049663 2
PGC0047455 2
PGC0047495 2
PGC0042832 2
PGC0042881 2
PGC0042887 2
PGC0042921 2
PGC0041239 2
PGC0041258 2
PGC0041283 2
PGC0039785 2
PGC0039799 2
PGC0039918 2
PGC0039999 2
PGC0040005 2
PGC0040014 2
PGC0039431 2
PGC0039615 2
PGC0039628 2
